BURNUP,TF,TM,BOR,GROUP,ABSORPTION,CAPTURE,FISSION,NU-FISSION,TRANSPORT,OUT-SCATTER,DIFF(1/3TR),assembly
9,1019.3,557,0,1,0.0123348,0.00927848,0.00305635,0.00790638,0.235455,0.0165498,1.4157,3
9,1019.3,557,0,2,0.190337,0.12415,0.0661866,0.172413,0.9276,0.00353272,0.35935,3
9.5,1019.3,557,0,1,0.0122397,0.00920428,0.00303541,0.00785907,0.235047,0.0164287,1.41815,3
9.5,1019.3,557,0,2,0.182621,0.114745,0.0678765,0.176803,0.928597,0.003395,0.358964,3
10,1019.3,557,0,1,0.0121517,0.00913784,0.0030139,0.00781004,0.234641,0.0163047,1.42061,3
10,1019.3,557,0,2,0.17533,0.105878,0.0694518,0.180886,0.929935,0.00326412,0.358448,3
10.5,1019.3,557,0,1,0.0120718,0.0090797,0.00299207,0.00775989,0.234246,0.016181,1.42301,3
10.5,1019.3,557,0,2,0.168565,0.0976743,0.0708906,0.184612,0.931527,0.00314227,0.357835,3
11,1019.3,557,0,1,0.0120006,0.00903042,0.00297017,0.00770931,0.23387,0.016061,1.4253,3
11,1019.3,557,0,2,0.162418,0.0902424,0.0721759,0.187943,0.933259,0.00303107,0.357171,3
11.5,1019.3,557,0,1,0.0119392,0.00899083,0.00294842,0.00765883,0.23352,0.0159471,1.42743,3
11.5,1019.3,557,0,2,0.156928,0.083633,0.0732955,0.190851,0.93503,0.00293158,0.356495,3
12,1019.3,557,0,1,0.0118879,0.00896085,0.00292703,0.00760904,0.233202,0.0158418,1.42938,3
12,1019.3,557,0,2,0.152113,0.0778714,0.0742421,0.193322,0.936751,0.00284419,0.35584,3
12.5,1019.3,557,0,1,0.0118465,0.00894029,0.00290618,0.00756038,0.23292,0.0157469,1.43111,3
12.5,1019.3,557,0,2,0.147969,0.0729541,0.0750147,0.195355,0.938352,0.0027688,0.355233,3
13,1019.3,557,0,1,0.0118146,0.00892868,0.00288595,0.00751311,0.232677,0.0156634,1.4326,3
13,1019.3,557,0,2,0.144461,0.0688434,0.0756176,0.196961,0.939787,0.00270487,0.35469,3
13.5,1019.3,557,0,1,0.0117917,0.00892533,0.00286639,0.00746735,0.232472,0.0155915,1.43387,3
13.5,1019.3,557,0,2,0.141535,0.0654741,0.0760612,0.198169,0.941036,0.00265144,0.35422,3
14,1019.3,557,0,1,0.0117767,0.00892922,0.0028475,0.00742312,0.232302,0.0155308,1.43492,3
14,1019.3,557,0,2,0.139119,0.0627578,0.0763611,0.199017,0.9421,0.00260721,0.353819,3
14.5,1019.3,557,0,1,0.0117687,0.00893942,0.00282925,0.0073804,0.232164,0.0154802,1.43577,3
14.5,1019.3,557,0,2,0.137143,0.0606081,0.076535,0.199549,0.942987,0.00257094,0.353487,3
15,1019.3,557,0,1,0.0117664,0.00895483,0.00281158,0.00733899,0.232054,0.0154389,1.43645,3
15,1019.3,557,0,2,0.135534,0.0589348,0.0765995,0.199808,0.943719,0.00254131,0.353212,3
15.5,1019.3,557,0,1,0.011769,0.00897456,0.00279444,0.00729884,0.231968,0.0154054,1.43698,3
15.5,1019.3,557,0,2,0.134233,0.0576602,0.0765725,0.199838,0.944312,0.00251723,0.352991,3
16,1019.3,557,0,1,0.0117754,0.00899768,0.00277775,0.00725976,0.231902,0.0153786,1.43739,3
16,1019.3,557,0,2,0.13318,0.0567112,0.076469,0.199676,0.944788,0.00249766,0.352813,3
16.5,1019.3,557,0,1,0.0117849,0.00902343,0.00276146,0.00722163,0.231852,0.0153574,1.4377,3
16.5,1019.3,557,0,2,0.132327,0.0560233,0.0763036,0.199358,0.945166,0.00248169,0.352672,3
17,1019.3,557,0,1,0.0117965,0.00905104,0.00274551,0.00718427,0.231815,0.0153408,1.43793,3
17,1019.3,557,0,2,0.131628,0.0555396,0.0760887,0.198916,0.945468,0.00246852,0.352559,3
17.5,1019.3,557,0,1,0.0118098,0.00907996,0.00272984,0.0071476,0.231788,0.0153279,1.4381,3
17.5,1019.3,557,0,2,0.131049,0.0552127,0.0758359,0.198378,0.945709,0.00245749,0.352469,3
18,1019.3,557,0,1,0.0118241,0.0091097,0.00271443,0.00711151,0.231768,0.0153177,1.43822,3
18,1019.3,557,0,2,0.130557,0.0550028,0.0755545,0.197769,0.945902,0.00244807,0.352397,3
18.5,1019.3,557,0,1,0.0118391,0.00913987,0.00269922,0.00707592,0.231753,0.0153098,1.43831,3
18.5,1019.3,557,0,2,0.130131,0.0548786,0.0752523,0.197105,0.946061,0.00243982,0.352338,3
19,1019.3,557,0,1,0.0118544,0.00917023,0.0026842,0.00704076,0.231743,0.0153035,1.43838,3
19,1019.3,557,0,2,0.129751,0.0548158,0.0749351,0.196404,0.946193,0.0024324,0.352289,3
19.5,1019.3,557,0,1,0.0118699,0.00920059,0.00266933,0.00700597,0.231734,0.0152985,1.43843,3
19.5,1019.3,557,0,2,0.129404,0.0547961,0.0746074,0.195675,0.946306,0.00242557,0.352247,3
20,1019.3,557,0,1,0.0118854,0.0092308,0.00265461,0.00697151,0.231728,0.0152944,1.43847,3
20,1019.3,557,0,2,0.129079,0.0548063,0.0742723,0.194927,0.946405,0.00241916,0.35221,3
22.5,1019.3,557,0,1,0.0119598,0.00937604,0.00258374,0.00680613,0.231709,0.0152845,1.43858,3
22.5,1019.3,557,0,2,0.127732,0.0551637,0.0725684,0.191115,0.946774,0.00239216,0.352073,3
25,1019.3,557,0,1,0.0120295,0.0095152,0.00251432,0.00664352,0.23169,0.0152792,1.4387,3
25,1019.3,557,0,2,0.12632,0.0554909,0.0708288,0.187173,0.947083,0.00236393,0.351958,3
27.5,1019.3,557,0,1,0.0120943,0.00964751,0.00244676,0.00648491,0.231669,0.0152779,1.43883,3
27.5,1019.3,557,0,2,0.124881,0.0557956,0.0690857,0.18319,0.947352,0.00233522,0.351858,3
30,1019.3,557,0,1,0.0121557,0.00977472,0.00238094,0.00633001,0.231645,0.0152794,1.43898,3
30,1019.3,557,0,2,0.123412,0.0560682,0.0673439,0.179179,0.94759,0.00230595,0.35177,3
32.5,1019.3,557,0,1,0.012214,0.0098967,0.00231727,0.00617979,0.231618,0.0152832,1.43915,3
32.5,1019.3,557,0,2,0.121914,0.0563077,0.0656061,0.175148,0.947798,0.00227614,0.351692,3
35,1019.3,557,0,1,0.0122699,0.0100142,0.00225569,0.00603411,0.231589,0.015289,1.43933,3
35,1019.3,557,0,2,0.120389,0.0565146,0.0638743,0.1711,0.947979,0.00224586,0.351625,3
0,1019.3,557,200,1,0.0151289,0.0119143,0.00321462,0.00814008,0.240464,0.0172069,1.38621,3
0,1019.3,557,200,2,0.347786,0.32698,0.0208054,0.0506965,0.989844,0.00584692,0.336753,3
0.1,1019.3,557,200,1,0.0150869,0.0118741,0.00321286,0.00813704,0.240451,0.0172289,1.38629,3
0.1,1019.3,557,200,2,0.34582,0.324641,0.0211789,0.0516861,0.98755,0.00582704,0.337536,3
0.5,1019.3,557,200,1,0.0149146,0.0116962,0.00321835,0.00816164,0.240373,0.0172796,1.38673,3
0.5,1019.3,557,200,2,0.338711,0.31508,0.0236311,0.0583897,0.980024,0.00575518,0.340128,3
1,1019.3,557,200,1,0.0146985,0.0114746,0.00322387,0.00818891,0.240241,0.0173233,1.3875,3
1,1019.3,557,200,2,0.328903,0.301924,0.0269783,0.0674957,0.971251,0.00564609,0.3432,3
1.5,1019.3,557,200,1,0.0144918,0.0112658,0.003226,0.00820678,0.240073,0.0173489,1.38847,3
1.5,1019.3,557,200,2,0.318831,0.288529,0.0303022,0.0765057,0.963691,0.00552505,0.345892,3
2,1019.3,557,200,1,0.0142996,0.0110741,0.00322559,0.00821763,0.239878,0.0173586,1.3896,3
2,1019.3,557,200,2,0.30924,0.275775,0.033465,0.0850757,0.95745,0.00540363,0.348147,3
2.5,1019.3,557,200,1,0.0141186,0.0108954,0.00322315,0.00822281,0.239661,0.0173561,1.39085,3
2.5,1019.3,557,200,2,0.300066,0.263589,0.0364776,0.0932328,0.952131,0.00528261,0.350092,3
3,1019.3,557,200,1,0.0139477,0.0107287,0.00321893,0.00822299,0.239426,0.0173428,1.39222,3
3,1019.3,557,200,2,0.291201,0.251844,0.039357,0.101019,0.947534,0.00516123,0.35179,3
3.5,1019.3,557,200,1,0.0137857,0.0105727,0.00321298,0.00821828,0.239173,0.0173199,1.39369,3
3.5,1019.3,557,200,2,0.282577,0.240464,0.0421128,0.108459,0.943549,0.00503911,0.353276,3
4,1019.3,557,200,1,0.0136308,0.0104255,0.00320529,0.00820856,0.238907,0.0172892,1.39524,3
4,1019.3,557,200,2,0.27415,0.229399,0.0447515,0.11557,0.940096,0.00491599,0.354574,3
4.5,1019.3,557,200,1,0.0134823,0.0102861,0.00319622,0.00819488,0.238628,0.017251,1.39687,3
4.5,1019.3,557,200,2,0.265874,0.218593,0.0472808,0.122373,0.937118,0.00479157,0.3557,3
5,1019.3,557,200,1,0.0133404,0.0101545,0.00318587,0.00817751,0.238337,0.0172051,1.39858,3
5,1019.3,557,200,2,0.257706,0.207999,0.0497076,0.128885,0.93457,0.00466547,0.35667,3
5.5,1019.3,557,200,1,0.0132048,0.0100305,0.00317424,0.00815651,0.238034,0.0171514,1.40036,3
5.5,1019.3,557,200,2,0.249605,0.197566,0.052039,0.135125,0.932417,0.00453734,0.357494,3
6,1019.3,557,200,1,0.0130751,0.0099137,0.00316138,0.00813201,0.237719,0.0170899,1.40222,3
6,1019.3,557,200,2,0.241542,0.187261,0.0542802,0.141106,0.930635,0.00440693,0.358178,3
6.5,1019.3,557,200,1,0.0129508,0.00980351,0.00314732,0.00810411,0.237392,0.0170203,1.40415,3
6.5,1019.3,557,200,2,0.233484,0.177047,0.0564369,0.146845,0.929211,0.00427397,0.358727,3
7,1019.3,557,200,1,0.0128317,0.00969962,0.00313208,0.00807285,0.237051,0.0169424,1.40616,3
7,1019.3,557,200,2,0.225415,0.166902,0.0585132,0.15235,0.92814,0.0041384,0.359141,3
7.5,1019.3,557,200,1,0.0127173,0.00960159,0.00311571,0.00803839,0.236697,0.0168559,1.40827,3
7.5,1019.3,557,200,2,0.217323,0.156809,0.0605141,0.157635,0.927432,0.00400028,0.359415,3
8,1019.3,557,200,1,0.0126075,0.00950935,0.00309816,0.00800064,0.23633,0.0167606,1.41046,3
8,1019.3,557,200,2,0.209224,0.146781,0.0624427,0.162709,0.927106,0.00386009,0.359542,3
8.5,1019.3,557,200,1,0.0125025,0.009423,0.00307949,0.0079597,0.235948,0.0166567,1.41274,3
8.5,1019.3,557,200,2,0.201168,0.13687,0.0642983,0.16757,0.927187,0.00371904,0.35951,3
9,1019.3,557,200,1,0.0124026,0.00934277,0.00305981,0.00791591,0.235556,0.0165451,1.41509,3
9,1019.3,557,200,2,0.193242,0.127166,0.0660769,0.172212,0.927693,0.0035789,0.359314,3
9.5,1019.3,557,200,1,0.0123084,0.00926911,0.00303932,0.00786978,0.235158,0.0164279,1.41749,3
9.5,1019.3,557,200,2,0.185578,0.117815,0.0677635,0.176599,0.928606,0.00344241,0.358961,3
10,1019.3,557,200,1,0.0122212,0.009203,0.00301822,0.0078218,0.234761,0.0163076,1.41988,3
10,1019.3,557,200,2,0.178314,0.108976,0.0693385,0.180686,0.929869,0.00331228,0.358474,3
10.5,1019.3,557,200,1,0.0121418,0.00914502,0.00299678,0.00777269,0.234374,0.0161872,1.42223,3
10.5,1019.3,557,200,2,0.171559,0.100775,0.0707838,0.184433,0.931389,0.00319081,0.357889,3
11,1019.3,557,200,1,0.0120709,0.00909571,0.00297523,0.00772303,0.234004,0.01607,1.42448,3
11,1019.3,557,200,2,0.165404,0.093325,0.0720786,0.187792,0.933064,0.00307962,0.357246,3
11.5,1019.3,557,200,1,0.0120096,0.00905584,0.00295379,0.00767336,0.233659,0.0159585,1.42658,3
11.5,1019.3,557,200,2,0.159887,0.0866752,0.0732121,0.19074,0.934796,0.00297979,0.356584,3
12,1019.3,557,200,1,0.011958,0.00902534,0.00293265,0.00762425,0.233345,0.0158548,1.4285,3
12,1019.3,557,200,2,0.155029,0.0808518,0.0741772,0.19326,0.936496,0.00289173,0.355937,3
12.5,1019.3,557,200,1,0.0119162,0.00900416,0.00291201,0.00757618,0.233065,0.015761,1.43022,3
12.5,1019.3,557,200,2,0.150835,0.0758647,0.0749703,0.195347,0.938088,0.00281553,0.355333,3
13,1019.3,557,200,1,0.0118838,0.00899186,0.00289195,0.00752937,0.232822,0.015678,1.43171,3
13,1019.3,557,200,2,0.147271,0.0716749,0.0755961,0.197013,0.939526,0.00275066,0.354789,3
13.5,1019.3,557,200,1,0.0118603,0.00898773,0.00287253,0.00748399,0.232616,0.0156063,1.43298,3
13.5,1019.3,557,200,2,0.144287,0.0682247,0.0760627,0.198281,0.940789,0.00269625,0.354313,3
14,1019.3,557,200,1,0.0118447,0.00899094,0.00285376,0.00744012,0.232445,0.0155453,1.43403,3
14,1019.3,557,200,2,0.141819,0.0654329,0.0763863,0.19919,0.941867,0.00265112,0.353907,3
14.5,1019.3,557,200,1,0.0118361,0.00900047,0.00283562,0.00739769,0.232305,0.0154944,1.4349,3
14.5,1019.3,557,200,2,0.139796,0.0632135,0.0765825,0.19978,0.942772,0.00261403,0.353567,3
15,1019.3,557,200,1,0.0118333,0.0090153,0.00281804,0.00735656,0.232193,0.0154525,1.43559,3
15,1019.3,557,200,2,0.138147,0.0614797,0.0766676,0.200092,0.943521,0.0025837,0.353287,3
15.5,1019.3,557,200,1,0.0118355,0.00903453,0.00280099,0.00731668,0.232105,0.0154185,1.43613,3
15.5,1019.3,557,200,2,0.136813,0.0601535,0.0766595,0.200171,0.94413,0.00255905,0.353059,3
16,1019.3,557,200,1,0.0118416,0.00905723,0.00278439,0.00727786,0.232037,0.0153912,1.43655,3
16,1019.3,557,200,2,0.135735,0.0591613,0.0765734,0.200054,0.94462,0.00253902,0.352875,3
16.5,1019.3,557,200,1,0.0118508,0.00908264,0.0027682,0.00724,0.231986,0.0153694,1.43687,3
16.5,1019.3,557,200,2,0.134862,0.0584383,0.0764238,0.199778,0.945012,0.00252271,0.352729,3
17,1019.3,557,200,1,0.0118623,0.00911,0.00275234,0.00720292,0.231947,0.0153523,1.43711,3
17,1019.3,557,200,2,0.13415,0.057927,0.0762231,0.199373,0.945325,0.0025093,0.352612,3
17.5,1019.3,557,200,1,0.0118755,0.00913873,0.00273678,0.00716654,0.231919,0.0153388,1.43728,3
17.5,1019.3,557,200,2,0.133562,0.0575791,0.0759831,0.198869,0.945575,0.00249812,0.352519,3
18,1019.3,557,200,1,0.0118898,0.00916831,0.00272147,0.00713075,0.231898,0.0153283,1.43741,3
18,1019.3,557,200,2,0.133067,0.0573539,0.0757134,0.19829,0.945776,0.00248863,0.352444,3
18.5,1019.3,557,200,1,0.0119048,0.0091984,0.00270637,0.00709548,0.231882,0.01532,1.43751,3
18.5,1019.3,557,200,2,0.132641,0.0572189,0.0754217,0.197655,0.945941,0.00248037,0.352383,3
19,1019.3,557,200,1,0.0119202,0.00922871,0.00269146,0.00706064,0.231871,0.0153134,1.43758,3
19,1019.3,557,200,2,0.132263,0.0571491,0.0751143,0.196979,0.946078,0.002473,0.352332,3
19.5,1019.3,557,200,1,0.0119358,0.00925904,0.00267671,0.00702617,0.231862,0.015308,1.43764,3
19.5,1019.3,557,200,2,0.131921,0.0571253,0.0747957,0.196275,0.946195,0.00246626,0.352288,3
20,1019.3,557,200,1,0.0119514,0.00928925,0.0026621,0.00699205,0.231855,0.0153037,1.43768,3
20,1019.3,557,200,2,0.131603,0.0571337,0.0744692,0.19555,0.946297,0.00245996,0.35225,3
22.5,1019.3,557,200,1,0.0120264,0.0094346,0.00259184,0.00682836,0.231834,0.0152926,1.43781,3
22.5,1019.3,557,200,2,0.130301,0.0574965,0.0728043,0.191843,0.946675,0.00243373,0.352109,3
25,1019.3,557,200,1,0.012097,0.00957398,0.00252307,0.00666752,0.231813,0.0152863,1.43794,3
25,1019.3,557,200,2,0.128943,0.0578409,0.0711023,0.188002,0.946988,0.00240646,0.351993,3
27.5,1019.3,557,200,1,0.0121627,0.0097065,0.00245618,0.00651076,0.23179,0.0152841,1.43808,3
27.5,1019.3,557,200,2,0.127563,0.0581657,0.0693968,0.18412,0.947259,0.00237877,0.351893,3
30,1019.3,557,200,1,0.0122249,0.00983388,0.00239103,0.0063577,0.231764,0.0152847,1.43824,3
30,1019.3,557,200,2,0.126152,0.0584588,0.0676931,0.180212,0.947497,0.00235053,0.351804,3
32.5,1019.3,557,200,1,0.012284,0.00995598,0.00232802,0.00620932,0.231735,0.0152876,1.43842,3
32.5,1019.3,557,200,2,0.124713,0.0587191,0.0659937,0.176284,0.947704,0.00232176,0.351727,3
35,1019.3,557,200,1,0.0123407,0.0100736,0.00226712,0.00606551,0.231704,0.0152924,1.43862,3
35,1019.3,557,200,2,0.123248,0.058947,0.0643009,0.172341,0.947884,0.00229254,0.35166,3
0,1019.3,557,400,1,0.0151698,0.0119564,0.00321338,0.00813723,0.240467,0.0171732,1.38619,3
0,1019.3,557,400,2,0.34939,0.328557,0.020833,0.0507638,0.990143,0.00586528,0.336652,3
0.1,1019.3,557,400,1,0.0151282,0.0119166,0.00321163,0.0081342,0.240453,0.017195,1.38627,3
0.1,1019.3,557,400,2,0.347436,0.326231,0.0212049,0.0517496,0.987865,0.00584556,0.337428,3
0.5,1019.3,557,400,1,0.0149572,0.01174,0.00321716,0.00815894,0.240377,0.0172455,1.38671,3
0.5,1019.3,557,400,2,0.340367,0.316715,0.0236522,0.058443,0.980389,0.00577438,0.340001,3
1,1019.3,557,400,1,0.014743,0.0115202,0.00322279,0.00818649,0.240247,0.0172891,1.38746,3
1,1019.3,557,400,2,0.330631,0.303642,0.0269893,0.0675268,0.971672,0.00566652,0.343051,3
1.5,1019.3,557,400,1,0.0145383,0.0113133,0.00322504,0.00820471,0.240081,0.0173148,1.38842,3
1.5,1019.3,557,400,2,0.320636,0.290333,0.0303025,0.0765129,0.964148,0.00554688,0.345728,3
2,1019.3,557,400,1,0.014348,0.0111232,0.00322477,0.00821594,0.239889,0.0173248,1.38953,3
2,1019.3,557,400,2,0.311112,0.277656,0.0334563,0.0850636,0.957929,0.00542679,0.347973,3
2.5,1019.3,557,400,1,0.0141686,0.0109461,0.00322251,0.00822158,0.239676,0.0173229,1.39076,3
2.5,1019.3,557,400,2,0.302001,0.26554,0.0364612,0.0932044,0.952625,0.00530705,0.34991,3
3,1019.3,557,400,1,0.0139993,0.0107808,0.00321848,0.00822226,0.239444,0.0173103,1.39211,3
3,1019.3,557,400,2,0.293197,0.253864,0.0393332,0.100975,0.948035,0.00518698,0.351604,3
3.5,1019.3,557,400,1,0.0138389,0.0106261,0.00321272,0.00821806,0.239196,0.0172883,1.39356,3
3.5,1019.3,557,400,2,0.284634,0.242552,0.0420818,0.108401,0.944051,0.00506621,0.353088,3
4,1019.3,557,400,1,0.0136854,0.0104802,0.00320524,0.00820891,0.238934,0.0172587,1.39509,3
4,1019.3,557,400,2,0.27627,0.231556,0.0447136,0.115498,0.940594,0.00494448,0.354386,3
4.5,1019.3,557,400,1,0.0135384,0.010342,0.00319641,0.00819585,0.23866,0.0172217,1.39669,3
4.5,1019.3,557,400,2,0.268059,0.220823,0.0472361,0.122288,0.937607,0.00482152,0.355515,3
5,1019.3,557,400,1,0.0133978,0.0102115,0.00318631,0.00817917,0.238374,0.0171773,1.39836,3
5,1019.3,557,400,2,0.259958,0.210302,0.0496561,0.128787,0.935044,0.00469695,0.356489,3
5.5,1019.3,557,400,1,0.0132634,0.0100885,0.00317496,0.00815891,0.238076,0.0171254,1.40011,3
5.5,1019.3,557,400,2,0.251927,0.199947,0.0519809,0.135014,0.932873,0.00457041,0.357319,3
6,1019.3,557,400,1,0.013135,0.00997259,0.0031624,0.0081352,0.237767,0.0170658,1.40193,3
6,1019.3,557,400,2,0.243938,0.189723,0.0542151,0.140983,0.931067,0.00444168,0.358012,3
6.5,1019.3,557,400,1,0.013012,0.00986335,0.00314867,0.00810814,0.237446,0.0169985,1.40383,3
6.5,1019.3,557,400,2,0.235959,0.179594,0.0563651,0.146709,0.929614,0.00431048,0.358572,3
7,1019.3,557,400,1,0.0128941,0.00976035,0.00313378,0.00807781,0.237113,0.0169231,1.4058,3
7,1019.3,557,400,2,0.227973,0.169539,0.0584343,0.152201,0.928506,0.00417675,0.359,3
7.5,1019.3,557,400,1,0.012781,0.00966318,0.00311778,0.00804434,0.236767,0.0168395,1.40785,3
7.5,1019.3,557,400,2,0.219966,0.159538,0.060428,0.157474,0.927753,0.00404053,0.359291,3
8,1019.3,557,400,1,0.0126724,0.00957176,0.00310064,0.00800762,0.236408,0.0167475,1.40999,3
8,1019.3,557,400,2,0.211954,0.149605,0.0623489,0.162534,0.927372,0.00390228,0.359438,3
8.5,1019.3,557,400,1,0.0125686,0.00948616,0.00308239,0.00796779,0.236036,0.0166471,1.41221,3
8.5,1019.3,557,400,2,0.203979,0.139782,0.0641975,0.167384,0.927387,0.00376304,0.359433,3
9,1019.3,557,400,1,0.0124697,0.00940659,0.00306315,0.00792515,0.235653,0.0165392,1.41451,3
9,1019.3,557,400,2,0.196124,0.130154,0.0659702,0.172016,0.927817,0.0036245,0.359266,3
9.5,1019.3,557,400,1,0.0123766,0.00933347,0.0030431,0.00788016,0.235265,0.0164257,1.41684,3
9.5,1019.3,557,400,2,0.188512,0.120858,0.0676536,0.176401,0.92865,0.00348923,0.358944,3
10,1019.3,557,400,1,0.0122901,0.0092677,0.0030224,0.00783323,0.234877,0.0163089,1.41919,3
10,1019.3,557,400,2,0.181277,0.112047,0.0692296,0.180496,0.929835,0.00335988,0.358486,3
10.5,1019.3,557,400,1,0.0122112,0.00920985,0.00300134,0.00778511,0.234497,0.0161918,1.42148,3
10.5,1019.3,557,400,2,0.174533,0.103855,0.070678,0.184256,0.931289,0.00323883,0.357927,3
11,1019.3,557,400,1,0.0121407,0.00916051,0.00298014,0.00773636,0.234134,0.0160775,1.42369,3
11,1019.3,557,400,2,0.16837,0.0963885,0.0719816,0.187642,0.932908,0.00312768,0.357306,3
11.5,1019.3,557,400,1,0.0120793,0.00912035,0.002959,0.0076875,0.233794,0.0159682,1.42576,3
11.5,1019.3,557,400,2,0.162828,0.0896997,0.0731287,0.190627,0.9346,0.00302754,0.356659,3
12,1019.3,557,400,1,0.0120275,0.00908935,0.00293812,0.00763909,0.233483,0.0158662,1.42766,3
12,1019.3,557,400,2,0.157934,0.0838228,0.0741111,0.193193,0.936273,0.0029389,0.356021,3
12.5,1019.3,557,400,1,0.0119853,0.00906762,0.0029177,0.0075916,0.233205,0.0157735,1.42936,3
12.5,1019.3,557,400,2,0.153691,0.0787664,0.0749243,0.195333,0.937855,0.00286195,0.355421,3
13,1019.3,557,400,1,0.0119525,0.00905463,0.00289782,0.00754528,0.232963,0.0156911,1.43084,3
13,1019.3,557,400,2,0.150074,0.0745016,0.075572,0.197057,0.939295,0.0027962,0.354876,3
13.5,1019.3,557,400,1,0.0119283,0.0090498,0.00287855,0.00750032,0.232756,0.0156195,1.43211,3
13.5,1019.3,557,400,2,0.147035,0.0709729,0.0760625,0.198387,0.940565,0.00274086,0.354397,3
14,1019.3,557,400,1,0.0119122,0.0090523,0.0028599,0.00745679,0.232584,0.0155584,1.43318,3
14,1019.3,557,400,2,0.144515,0.0681061,0.0764089,0.199356,0.941658,0.00269484,0.353986,3
14.5,1019.3,557,400,1,0.011903,0.00906117,0.00284186,0.00741466,0.232442,0.0155072,1.43405,3
14.5,1019.3,557,400,2,0.142445,0.0658176,0.076627,0.200003,0.942579,0.00265693,0.35364,3
15,1019.3,557,400,1,0.0118998,0.00907539,0.00282437,0.00737382,0.232329,0.0154648,1.43475,3
15,1019.3,557,400,2,0.140755,0.0640222,0.0767329,0.200369,0.943345,0.00262588,0.353352,3
15.5,1019.3,557,400,1,0.0119015,0.00909411,0.00280741,0.00733421,0.232239,0.0154302,1.4353,3
15.5,1019.3,557,400,2,0.139387,0.0626432,0.0767439,0.200497,0.943971,0.00260064,0.353118,3
16,1019.3,557,400,1,0.0119073,0.00911636,0.0027909,0.00729565,0.232169,0.0154023,1.43574,3
16,1019.3,557,400,2,0.138282,0.0616065,0.0766752,0.200425,0.944476,0.00258014,0.352929,3
16.5,1019.3,557,400,1,0.0119162,0.00914142,0.0027748,0.00725805,0.232116,0.01538,1.43606,3
16.5,1019.3,557,400,2,0.137389,0.0608472,0.0765416,0.200191,0.944881,0.00256346,0.352778,3
17,1019.3,557,400,1,0.0119275,0.0091685,0.00275904,0.00722125,0.232076,0.0153624,1.43631,3
17,1019.3,557,400,2,0.136662,0.0603072,0.0763552,0.199823,0.945206,0.00254979,0.352657,3
17.5,1019.3,557,400,1,0.0119406,0.00919701,0.00274358,0.00718516,0.232046,0.0153485,1.4365,3
17.5,1019.3,557,400,2,0.136065,0.0599371,0.0761281,0.199353,0.945466,0.00253845,0.35256,3
18,1019.3,557,400,1,0.0119548,0.00922645,0.00272837,0.00714967,0.232024,0.0153375,1.43664,3
18,1019.3,557,400,2,0.135565,0.0596953,0.0758701,0.198805,0.945675,0.00252887,0.352482,3
18.5,1019.3,557,400,1,0.0119698,0.00925643,0.00271338,0.0071147,0.232007,0.0153288,1.43674,3
18.5,1019.3,557,400,2,0.135138,0.0595489,0.0755892,0.198198,0.945846,0.00252059,0.352418,3
19,1019.3,557,400,1,0.0119852,0.00928666,0.00269859,0.00708017,0.231995,0.0153218,1.43681,3
19,1019.3,557,400,2,0.134763,0.0594713,0.0752916,0.197549,0.945989,0.00251326,0.352365,3
19.5,1019.3,557,400,1,0.0120009,0.00931696,0.00268395,0.00704603,0.231985,0.0153162,1.43687,3
19.5,1019.3,557,400,2,0.134425,0.0594428,0.0749821,0.196869,0.94611,0.00250659,0.35232,3
20,1019.3,557,400,1,0.0120166,0.00934715,0.00266946,0.00701223,0.231977,0.0153115,1.43692,3
20,1019.3,557,400,2,0.134113,0.0594487,0.0746643,0.196167,0.946215,0.0025004,0.352281,3
22.5,1019.3,557,400,1,0.0120924,0.00949256,0.0025998,0.0068502,0.231954,0.0152993,1.43707,3
22.5,1019.3,557,400,2,0.132854,0.0598156,0.0730379,0.192564,0.946604,0.0024749,0.352136,3
25,1019.3,557,400,1,0.0121638,0.00963212,0.00253165,0.00669111,0.231931,0.015292,1.43721,3
25,1019.3,557,400,2,0.131549,0.0601766,0.0713728,0.188822,0.946921,0.00244857,0.352018,3
27.5,1019.3,557,400,1,0.0122302,0.00976481,0.00246542,0.00653615,0.231906,0.0152888,1.43736,3
27.5,1019.3,557,400,2,0.130225,0.0605209,0.0697043,0.18504,0.947195,0.00242186,0.351916,3
30,1019.3,557,400,1,0.0122932,0.00989232,0.00240092,0.00638489,0.231878,0.0152884,1.43754,3
30,1019.3,557,400,2,0.128872,0.060834,0.0680378,0.181232,0.947434,0.00239462,0.351827,3
32.5,1019.3,557,400,1,0.0123531,0.0100145,0.00233856,0.0062383,0.231848,0.0152903,1.43772,3
32.5,1019.3,557,400,2,0.127491,0.0611145,0.0663761,0.177405,0.947643,0.00236687,0.35175,3
35,1019.3,557,400,1,0.0124105,0.0101322,0.00227833,0.00609632,0.231815,0.015294,1.43793,3
35,1019.3,557,400,2,0.126084,0.0613628,0.0647211,0.173564,0.947822,0.00233867,0.351683,3
0,1019.3,557,600,1,0.0152106,0.0119985,0.00321214,0.00813437,0.240469,0.0171395,1.38618,3
0,1019.3,557,600,2,0.35099,0.33013,0.0208604,0.0508304,0.990453,0.00588351,0.336546,3
0.1,1019.3,557,600,1,0.0151694,0.011959,0.00321039,0.00813136,0.240455,0.0171612,1.38626,3
0.1,1019.3,557,600,2,0.349046,0.327816,0.0212306,0.0518123,0.988189,0.00586395,0.337318,3
